Bank Name / Type,Number of Beneficiaries at rural/semiurban centre bank branches,Number of Beneficiaries at urban metro centre bank branches,Number of Total Beneficiaries,Deposits in Accounts(In lac),Number of Rupay Debit Cards issued to beneficiaries,level,date
Bank of Maharashtra,119292.0,40124.0,159416.0,84.97,18056.0,(B) Regional Rural Bank,2014-11-05
Canara Bank,249783.0,129824.0,379607.0,0.0,140374.0,(B) Regional Rural Bank,2014-11-05
Central Bank of India,980838.0,181764.0,1162602.0,9725.36,45305.0,(B) Regional Rural Bank,2014-11-05
Dena Bank,116039.0,4756.0,120795.0,579.86,27588.0,(B) Regional Rural Bank,2014-11-05
Indian Bank,211624.0,35251.0,246875.0,624.83,0.0,(B) Regional Rural Bank,2014-11-05
Indian Overseas Bank,257686.0,8963.0,266649.0,1460.1,0.0,(B) Regional Rural Bank,2014-11-05
Punjab & Sind Bank,8566.0,1522.0,10088.0,0.0,0.0,(B) Regional Rural Bank,2014-11-05
Punjab National Bank,1008189.0,208580.0,1216769.0,10013.64,125768.0,(B) Regional Rural Bank,2014-11-05
State Bank of Bikaner & Jaipur,409617.0,14896.0,424513.0,3417.98,40093.0,(B) Regional Rural Bank,2014-11-05
State Bank of Hyderabad,290893.0,8863.0,299756.0,0.0,43974.0,(B) Regional Rural Bank,2014-11-05
State Bank of India,1498068.0,246107.0,1744175.0,8333.64,78606.0,(B) Regional Rural Bank,2014-11-05
State Bank of Mysore,173608.0,56006.0,229614.0,0.99,148000.0,(B) Regional Rural Bank,2014-11-05
State Bank of Patiala,29569.0,559.0,30128.0,83.28,1080.0,(B) Regional Rural Bank,2014-11-05
Syndicate Bank,575259.0,192487.0,767746.0,0.06,59596.0,(B) Regional Rural Bank,2014-11-05
UCO Bank,243959.0,7950.0,251909.0,1119.17,11291.0,(B) Regional Rural Bank,2014-11-05
Union Bank of India,349045.0,104334.0,453379.0,2001.32,11689.0,(B) Regional Rural Bank,2014-11-05
United Bank of India,1399604.0,25807.0,1425411.0,8497.75,29203.0,(B) Regional Rural Bank,2014-11-05
Regional Rural Banks Sub Total,9918749.0,1751966.0,11670715.0,51547.74,1202076.0,(B) Regional Rural Bank,2014-11-05
Axis Bank Ltd,65491.0,120253.0,185744.0,1125.59,64368.0,(C) Major Private Banks,2014-11-05
City Union Bank Ltd,7197.0,31753.0,38950.0,148.78,0.0,(C) Major Private Banks,2014-11-05
Federal Bank Ltd,97471.0,30207.0,127678.0,9661.68,50542.0,(C) Major Private Banks,2014-11-05
HDFC Bank Ltd,108279.0,462788.0,571067.0,13559.72,101904.0,(C) Major Private Banks,2014-11-05
ICICI Bank Ltd,373940.0,93985.0,467925.0,1016.69,200433.0,(C) Major Private Banks,2014-11-05
IndusInd Bank Ltd,8378.0,48319.0,56697.0,54.14,55700.0,(C) Major Private Banks,2014-11-05
Jammu & Kashmir Bank Ltd,205203.0,49195.0,254398.0,0.03,21.0,(C) Major Private Banks,2014-11-05
Karur Vysya Bank,4250.0,50881.0,55131.0,109.29,42744.0,(C) Major Private Banks,2014-11-05
Kotak Mahindra Bank Ltd,21239.0,15285.0,36524.0,43.74,35899.0,(C) Major Private Banks,2014-11-05
Lakshmi Vilas Bank Ltd,2912.0,14079.0,16991.0,37.3,0.0,(C) Major Private Banks,2014-11-05
RBL Bank Ltd,46115.0,23297.0,69412.0,58.69,28143.0,(C) Major Private Banks,2014-11-05
South Indian Bank Ltd,8382.0,41257.0,49639.0,229.44,8977.0,(C) Major Private Banks,2014-11-05
Yes Bank Ltd,1559.0,797.0,2356.0,5.92,2354.0,(C) Major Private Banks,2014-11-05
Major Private Banks Sub Total,950416.0,982096.0,1932512.0,26051.01,591085.0,(C) Major Private Banks,2014-11-05
Public Sector Banks,32021638.0,27040384.0,59062022.0,464556.53,33859690.0,Summary,2014-11-12
Regional Rural Banks,10409959.0,1826498.0,12236457.0,57196.85,1321989.0,Summary,2014-11-12
Private Sector Banks,990514.0,1014063.0,2004577.0,33742.34,773133.0,Summary,2014-11-12
Grand Total,43422111.0,29880945.0,73303056.0,555495.72,35954812.0,Summary,2014-11-12
Allahabad Bank,1234259.0,554166.0,1788425.0,2630.11,667021.0,(A) Public Sector Banks,2014-11-12
Andhra Bank,765227.0,529851.0,1295078.0,2350.39,1156997.0,(A) Public Sector Banks,2014-11-12
Bank of Baroda,1601907.0,2349016.0,3950923.0,25706.24,3233154.0,(A) Public Sector Banks,2014-11-12
Bank of India,1337139.0,1962553.0,3299692.0,10284.91,2427891.0,(A) Public Sector Banks,2014-11-12
Bank of Maharashtra,786537.0,389384.0,1175921.0,5039.11,464281.0,(A) Public Sector Banks,2014-11-12
Bhartiya Mahila Bank,0.0,37815.0,37815.0,149.97,37487.0,(A) Public Sector Banks,2014-11-12
Canara Bank,2558895.0,1264136.0,3823031.0,72628.07,298677.0,(A) Public Sector Banks,2014-11-12
Central Bank of India,2557785.0,850749.0,3408534.0,9087.88,1912109.0,(A) Public Sector Banks,2014-11-12
Corporation Bank,629475.0,595137.0,1224612.0,20013.1,584957.0,(A) Public Sector Banks,2014-11-12
Dena Bank,823989.0,506226.0,1330215.0,5250.84,952053.0,(A) Public Sector Banks,2014-11-12
IDBI Bank Ltd.,289607.0,292691.0,582298.0,843.25,374663.0,(A) Public Sector Banks,2014-11-12
Indian Bank,1125178.0,680839.0,1806017.0,5028.45,1773063.0,(A) Public Sector Banks,2014-11-12
Indian Overseas Bank,591734.0,1226636.0,1818370.0,891.84,1075058.0,(A) Public Sector Banks,2014-11-12
Oriental Bank of Commerce,845311.0,612873.0,1458184.0,43121.8,733689.0,(A) Public Sector Banks,2014-11-12
Punjab & Sind Bank,547806.0,314544.0,862350.0,21009.75,642872.0,(A) Public Sector Banks,2014-11-12
Punjab National Bank,3000399.0,762906.0,3763305.0,77545.74,1723239.0,(A) Public Sector Banks,2014-11-12
State Bank of Bikaner & Jaipur,573165.0,754685.0,1327850.0,18664.09,1106576.0,(A) Public Sector Banks,2014-11-12
State Bank of Hyderabad,514404.0,1054142.0,1568546.0,4347.95,1311245.0,(A) Public Sector Banks,2014-11-12
State Bank of India,5338044.0,7638907.0,12976951.0,13438.99,7032104.0,(A) Public Sector Banks,2014-11-12
State Bank of Mysore,400319.0,132085.0,532404.0,269.82,503180.0,(A) Public Sector Banks,2014-11-12
State Bank of Patiala,301459.0,573270.0,874729.0,23082.73,779782.0,(A) Public Sector Banks,2014-11-12
State Bank of Travancore,29212.0,258161.0,287373.0,17373.45,116225.0,(A) Public Sector Banks,2014-11-12
Syndicate Bank,1461283.0,815781.0,2277064.0,9824.9,829328.0,(A) Public Sector Banks,2014-11-12
UCO Bank,1028161.0,1050907.0,2079068.0,35345.0,1640.0,(A) Public Sector Banks,2014-11-12
Union Bank of India,2130183.0,707456.0,2837639.0,9970.57,2332399.0,(A) Public Sector Banks,2014-11-12
United Bank of India,1151893.0,801205.0,1953098.0,29397.55,1137284.0,(A) Public Sector Banks,2014-11-12
Vijaya Bank,398267.0,324263.0,722530.0,1260.0,652716.0,(A) Public Sector Banks,2014-11-12
Public Sector Banks Sub Total,32021638.0,27040384.0,59062022.0,464556.53,33859690.0,(A) Public Sector Banks,2014-11-12
Allahabad Bank,397286.0,79964.0,477250.0,447.44,79696.0,(B) Regional Rural Bank,2014-11-12
Andhra Bank,81235.0,7452.0,88687.0,0.0,0.0,(B) Regional Rural Bank,2014-11-12
Bank of Baroda,809538.0,240640.0,1050178.0,4577.64,368250.0,(B) Regional Rural Bank,2014-11-12
Bank of India,788795.0,176889.0,965684.0,1060.03,41630.0,(B) Regional Rural Bank,2014-11-12
Bank of Maharashtra,120879.0,41034.0,161913.0,86.66,18084.0,(B) Regional Rural Bank,2014-11-12
Canara Bank,259587.0,137583.0,397170.0,0.0,145490.0,(B) Regional Rural Bank,2014-11-12
Central Bank of India,1044808.0,192578.0,1237386.0,11706.72,48720.0,(B) Regional Rural Bank,2014-11-12
Dena Bank,121128.0,4946.0,126074.0,634.96,27611.0,(B) Regional Rural Bank,2014-11-12
Indian Bank,215496.0,35367.0,250863.0,640.76,0.0,(B) Regional Rural Bank,2014-11-12
Indian Overseas Bank,270182.0,8980.0,279162.0,1547.46,0.0,(B) Regional Rural Bank,2014-11-12
Punjab & Sind Bank,8620.0,1555.0,10175.0,0.0,0.0,(B) Regional Rural Bank,2014-11-12
Punjab National Bank,1048267.0,214846.0,1263113.0,11328.85,129288.0,(B) Regional Rural Bank,2014-11-12
State Bank of Bikaner & Jaipur,435097.0,15376.0,450473.0,3578.44,63271.0,(B) Regional Rural Bank,2014-11-12
State Bank of Hyderabad,303417.0,9406.0,312823.0,0.01,45529.0,(B) Regional Rural Bank,2014-11-12
State Bank of India,1590183.0,262313.0,1852496.0,9045.92,84780.0,(B) Regional Rural Bank,2014-11-12
State Bank of Mysore,181337.0,58027.0,239364.0,1.01,148000.0,(B) Regional Rural Bank,2014-11-12
State Bank of Patiala,29762.0,559.0,30321.0,83.94,1080.0,(B) Regional Rural Bank,2014-11-12
Syndicate Bank,604224.0,201741.0,805965.0,0.06,59596.0,(B) Regional Rural Bank,2014-11-12
UCO Bank,259741.0,7978.0,267719.0,1.28,11691.0,(B) Regional Rural Bank,2014-11-12
Union Bank of India,356009.0,105521.0,461530.0,2219.04,13449.0,(B) Regional Rural Bank,2014-11-12
United Bank of India,1484368.0,23743.0,1508111.0,10236.64,35824.0,(B) Regional Rural Bank,2014-11-12
Regional Rural Banks Sub Total,10409959.0,1826498.0,12236457.0,57196.85,1321989.0,(B) Regional Rural Bank,2014-11-12
Axis Bank Ltd,66055.0,123611.0,189666.0,1188.33,66886.0,(C) Major Private Banks,2014-11-12
City Union Bank Ltd,7587.0,32947.0,40534.0,188.5,0.0,(C) Major Private Banks,2014-11-12
Federal Bank Ltd,101388.0,31235.0,132623.0,9690.76,53931.0,(C) Major Private Banks,2014-11-12
HDFC Bank Ltd,113965.0,476428.0,590393.0,21269.22,109344.0,(C) Major Private Banks,2014-11-12
ICICI Bank Ltd,387834.0,97407.0,485241.0,770.08,350500.0,(C) Major Private Banks,2014-11-12
IndusInd Bank Ltd,8845.0,49591.0,58436.0,104.84,57033.0,(C) Major Private Banks,2014-11-12
Jammu & Kashmir Bank Ltd,216455.0,51139.0,267594.0,0.03,21.0,(C) Major Private Banks,2014-11-12
Karur Vysya Bank,4326.0,52143.0,56469.0,92.96,48035.0,(C) Major Private Banks,2014-11-12
Kotak Mahindra Bank Ltd,21653.0,15655.0,37308.0,68.73,36200.0,(C) Major Private Banks,2014-11-12
Lakshmi Vilas Bank Ltd,3138.0,14669.0,17807.0,35.0,0.0,(C) Major Private Banks,2014-11-12
RBL Bank Ltd,48839.0,25021.0,73860.0,51.24,28143.0,(C) Major Private Banks,2014-11-12
South Indian Bank Ltd,8774.0,43333.0,52107.0,274.14,20501.0,(C) Major Private Banks,2014-11-12
Yes Bank Ltd,1655.0,884.0,2539.0,8.53,2539.0,(C) Major Private Banks,2014-11-12
Major Private Banks Sub Total,990514.0,1014063.0,2004577.0,33742.34,773133.0,(C) Major Private Banks,2014-11-12
Public Sector Banks,33759705.0,28409062.0,62168767.0,494604.39,39856807.0,Summary,2014-11-19
Regional Rural Banks,11079391.0,1960919.0,13040310.0,73449.6,1811662.0,Summary,2014-11-19
Private Sector Banks,1039225.0,1060920.0,2100145.0,34318.32,942009.0,Summary,2014-11-19
Grand Total,45878321.0,31430901.0,77309222.0,602372.31,42610478.0,Summary,2014-11-19
Allahabad Bank,1265294.0,567763.0,1833057.0,3010.56,846587.0,(A) Public Sector Banks,2014-11-19
Andhra Bank,793660.0,542678.0,1336338.0,2671.42,1156997.0,(A) Public Sector Banks,2014-11-19
Bank of Baroda,1694345.0,2449102.0,4143447.0,28873.47,3483598.0,(A) Public Sector Banks,2014-11-19
Bank of India,1418011.0,2072931.0,3490942.0,12258.28,2631741.0,(A) Public Sector Banks,2014-11-19
Bank of Maharashtra,823344.0,403258.0,1226602.0,5838.54,703894.0,(A) Public Sector Banks,2014-11-19
Bhartiya Mahila Bank,0.0,43362.0,43362.0,175.54,43011.0,(A) Public Sector Banks,2014-11-19
Canara Bank,2757678.0,1345290.0,4102968.0,72902.98,363004.0,(A) Public Sector Banks,2014-11-19
Central Bank of India,2682016.0,879963.0,3561979.0,10438.3,2307002.0,(A) Public Sector Banks,2014-11-19
Corporation Bank,657018.0,626831.0,1283849.0,21103.32,607422.0,(A) Public Sector Banks,2014-11-19
Dena Bank,875086.0,529467.0,1404553.0,5854.58,1182158.0,(A) Public Sector Banks,2014-11-19
IDBI Bank Ltd.,303543.0,305612.0,609155.0,963.11,442933.0,(A) Public Sector Banks,2014-11-19
Indian Bank,1163483.0,697409.0,1860892.0,5549.72,1778859.0,(A) Public Sector Banks,2014-11-19
Indian Overseas Bank,622955.0,1278677.0,1901632.0,915.95,1245925.0,(A) Public Sector Banks,2014-11-19
Oriental Bank of Commerce,885949.0,635625.0,1521574.0,47129.21,1015588.0,(A) Public Sector Banks,2014-11-19
Punjab & Sind Bank,568969.0,323758.0,892727.0,23243.45,686032.0,(A) Public Sector Banks,2014-11-19
Punjab National Bank,3173982.0,799193.0,3973175.0,77547.95,1787569.0,(A) Public Sector Banks,2014-11-19
State Bank of Bikaner & Jaipur,605850.0,783616.0,1389466.0,20719.67,1111713.0,(A) Public Sector Banks,2014-11-19
State Bank of Hyderabad,536575.0,1094058.0,1630633.0,4778.7,1557136.0,(A) Public Sector Banks,2014-11-19
State Bank of India,5734289.0,8205041.0,13939330.0,13524.11,7854893.0,(A) Public Sector Banks,2014-11-19
State Bank of Mysore,414234.0,137668.0,551902.0,276.61,518958.0,(A) Public Sector Banks,2014-11-19
State Bank of Patiala,307040.0,582582.0,889622.0,23098.37,816565.0,(A) Public Sector Banks,2014-11-19
State Bank of Travancore,31089.0,264093.0,295182.0,17529.33,124538.0,(A) Public Sector Banks,2014-11-19
Syndicate Bank,1533518.0,842035.0,2375553.0,10082.31,1329437.0,(A) Public Sector Banks,2014-11-19
UCO Bank,1060525.0,1089277.0,2149802.0,40733.52,1770102.0,(A) Public Sector Banks,2014-11-19
Union Bank of India,2215833.0,730143.0,2945976.0,11107.52,2568677.0,(A) Public Sector Banks,2014-11-19
United Bank of India,1211261.0,841009.0,2052270.0,32758.19,1257161.0,(A) Public Sector Banks,2014-11-19
Vijaya Bank,424158.0,338621.0,762779.0,1519.67,665307.0,(A) Public Sector Banks,2014-11-19
Public Sector Banks Sub Total,33759705.0,28409062.0,62168767.0,494604.39,39856807.0,(A) Public Sector Banks,2014-11-19
Allahabad Bank,408721.0,83409.0,492130.0,454.16,88092.0,(B) Regional Rural Bank,2014-11-19
Andhra Bank,85514.0,7571.0,93085.0,0.0,0.0,(B) Regional Rural Bank,2014-11-19
Bank of Baroda,861500.0,257267.0,1118767.0,5102.6,435226.0,(B) Regional Rural Bank,2014-11-19
Bank of India,830608.0,189457.0,1020065.0,1110.38,41650.0,(B) Regional Rural Bank,2014-11-19
Bank of Maharashtra,123124.0,42203.0,165327.0,87.85,18106.0,(B) Regional Rural Bank,2014-11-19
Canara Bank,274224.0,149626.0,423850.0,0.0,153815.0,(B) Regional Rural Bank,2014-11-19
Central Bank of India,1146751.0,212729.0,1359480.0,15247.88,54694.0,(B) Regional Rural Bank,2014-11-19
Dena Bank,123117.0,4971.0,128088.0,638.85,27628.0,(B) Regional Rural Bank,2014-11-19
Indian Bank,219846.0,35765.0,255611.0,688.8,0.0,(B) Regional Rural Bank,2014-11-19
Indian Overseas Bank,284351.0,9013.0,293364.0,1716.87,0.0,(B) Regional Rural Bank,2014-11-19
Punjab & Sind Bank,8713.0,1608.0,10321.0,0.0,684.0,(B) Regional Rural Bank,2014-11-19
Punjab National Bank,1093877.0,226847.0,1320724.0,16482.12,134471.0,(B) Regional Rural Bank,2014-11-19
State Bank of Bikaner & Jaipur,472651.0,15945.0,488596.0,3878.19,391878.0,(B) Regional Rural Bank,2014-11-19
State Bank of Hyderabad,323141.0,16841.0,339982.0,0.01,46592.0,(B) Regional Rural Bank,2014-11-19
State Bank of India,1724968.0,281132.0,2006100.0,10082.79,96315.0,(B) Regional Rural Bank,2014-11-19
State Bank of Mysore,175917.0,75085.0,251002.0,1.14,155953.0,(B) Regional Rural Bank,2014-11-19
State Bank of Patiala,29888.0,559.0,30447.0,84.19,1080.0,(B) Regional Rural Bank,2014-11-19
Syndicate Bank,646191.0,211067.0,857258.0,7442.6,95582.0,(B) Regional Rural Bank,2014-11-19
UCO Bank,310981.0,8042.0,319023.0,1.42,11838.0,(B) Regional Rural Bank,2014-11-19
Union Bank of India,367232.0,106112.0,473344.0,2408.32,16059.0,(B) Regional Rural Bank,2014-11-19
United Bank of India,1568076.0,25670.0,1593746.0,8021.41,41999.0,(B) Regional Rural Bank,2014-11-19
Regional Rural Banks Sub Total,11079391.0,1960919.0,13040310.0,73449.6,1811662.0,(B) Regional Rural Bank,2014-11-19
Axis Bank Ltd,66914.0,128378.0,195292.0,1173.29,72504.0,(C) Major Private Banks,2014-11-19
City Union Bank Ltd,8052.0,34760.0,42812.0,206.04,0.0,(C) Major Private Banks,2014-11-19
Federal Bank Ltd,107614.0,32116.0,139730.0,9735.49,61472.0,(C) Major Private Banks,2014-11-19
HDFC Bank Ltd,120653.0,492744.0,613397.0,21879.93,118521.0,(C) Major Private Banks,2014-11-19
ICICI Bank Ltd,408029.0,101064.0,509093.0,654.85,490335.0,(C) Major Private Banks,2014-11-19
IndusInd Bank Ltd,9456.0,59818.0,69274.0,103.65,58987.0,(C) Major Private Banks,2014-11-19
Jammu & Kashmir Bank Ltd,223721.0,51788.0,275509.0,0.03,21.0,(C) Major Private Banks,2014-11-19
Karur Vysya Bank,4406.0,54013.0,58419.0,105.9,49711.0,(C) Major Private Banks,2014-11-19
Kotak Mahindra Bank Ltd,22186.0,16146.0,38332.0,88.78,37157.0,(C) Major Private Banks,2014-11-19
Lakshmi Vilas Bank Ltd,3588.0,16470.0,20058.0,38.97,0.0,(C) Major Private Banks,2014-11-19
RBL Bank Ltd,53708.0,26153.0,79861.0,46.42,28143.0,(C) Major Private Banks,2014-11-19
South Indian Bank Ltd,9119.0,46464.0,55583.0,274.84,22373.0,(C) Major Private Banks,2014-11-19
Yes Bank Ltd,1779.0,1006.0,2785.0,10.14,2785.0,(C) Major Private Banks,2014-11-19
Major Private Banks Sub Total,1039225.0,1060920.0,2100145.0,34318.32,942009.0,(C) Major Private Banks,2014-11-19
Public Sector Banks,35469451.0,29774121.0,65243572.0,509823.01,43615330.0,Summary,2014-11-26
Regional Rural Banks,11730447.0,2083823.0,13814270.0,84234.73,2045114.0,Summary,2014-11-26
Private Sector Banks,1067353.0,1097612.0,2164965.0,32893.84,1208127.0,Summary,2014-11-26
Grand Total,48267251.0,32955556.0,81222807.0,626951.58,46868571.0,Summary,2014-11-26
Allahabad Bank,1301738.0,583440.0,1885178.0,3335.84,1041863.0,(A) Public Sector Banks,2014-11-26
Andhra Bank,825746.0,555827.0,1381573.0,2952.18,1209846.0,(A) Public Sector Banks,2014-11-26
Bank of Baroda,1801389.0,2583405.0,4384794.0,31731.0,3804681.0,(A) Public Sector Banks,2014-11-26
Bank of India,1504009.0,2184650.0,3688659.0,13791.92,2826915.0,(A) Public Sector Banks,2014-11-26
Bank of Maharashtra,864806.0,420066.0,1284872.0,6215.49,806699.0,(A) Public Sector Banks,2014-11-26
Bhartiya Mahila Bank,0.0,45999.0,45999.0,197.96,45210.0,(A) Public Sector Banks,2014-11-26
Canara Bank,2905599.0,1411626.0,4317225.0,72787.18,475235.0,(A) Public Sector Banks,2014-11-26
Central Bank of India,2820610.0,911382.0,3731992.0,11223.53,2503213.0,(A) Public Sector Banks,2014-11-26
Corporation Bank,678413.0,652323.0,1330736.0,21625.72,623493.0,(A) Public Sector Banks,2014-11-26
Dena Bank,924716.0,552771.0,1477487.0,6727.19,1183230.0,(A) Public Sector Banks,2014-11-26
IDBI Bank Ltd.,316569.0,317228.0,633797.0,1063.22,477814.0,(A) Public Sector Banks,2014-11-26
Indian Bank,1207745.0,716104.0,1923849.0,6013.47,1833965.0,(A) Public Sector Banks,2014-11-26
Indian Overseas Bank,658169.0,1338611.0,1996780.0,941.34,1531823.0,(A) Public Sector Banks,2014-11-26
Oriental Bank of Commerce,925780.0,659342.0,1585122.0,51015.52,1040005.0,(A) Public Sector Banks,2014-11-26
Punjab & Sind Bank,594055.0,334062.0,928117.0,25407.14,743667.0,(A) Public Sector Banks,2014-11-26
Punjab National Bank,3366043.0,845602.0,4211645.0,77559.84,1870465.0,(A) Public Sector Banks,2014-11-26
State Bank of Bikaner & Jaipur,628111.0,804576.0,1432687.0,21573.33,1243893.0,(A) Public Sector Banks,2014-11-26
State Bank of Hyderabad,567626.0,1136297.0,1703923.0,5299.63,1655779.0,(A) Public Sector Banks,2014-11-26
State Bank of India,6093361.0,8735694.0,14829055.0,13621.74,8608132.0,(A) Public Sector Banks,2014-11-26
State Bank of Mysore,432759.0,145391.0,578150.0,280.15,541634.0,(A) Public Sector Banks,2014-11-26
State Bank of Patiala,312964.0,592222.0,905186.0,23109.15,836410.0,(A) Public Sector Banks,2014-11-26
State Bank of Travancore,31566.0,268340.0,299906.0,16047.85,133720.0,(A) Public Sector Banks,2014-11-26
Syndicate Bank,1596166.0,869271.0,2465437.0,11404.12,1574625.0,(A) Public Sector Banks,2014-11-26
UCO Bank,1087470.0,1122296.0,2209766.0,36646.33,2151417.0,(A) Public Sector Banks,2014-11-26
Union Bank of India,2310674.0,755700.0,3066374.0,12072.13,2692258.0,(A) Public Sector Banks,2014-11-26
United Bank of India,1262921.0,878522.0,2141443.0,35500.11,1450606.0,(A) Public Sector Banks,2014-11-26
Vijaya Bank,450446.0,353374.0,803820.0,1679.92,708732.0,(A) Public Sector Banks,2014-11-26
Public Sector Banks Sub Total,35469451.0,29774121.0,65243572.0,509823.01,43615330.0,(A) Public Sector Banks,2014-11-26
Allahabad Bank,417903.0,86244.0,504147.0,632.45,164478.0,(B) Regional Rural Bank,2014-11-26
Andhra Bank,92241.0,7831.0,100072.0,0.0,8500.0,(B) Regional Rural Bank,2014-11-26
Bank of Baroda,916435.0,274997.0,1191432.0,5761.45,501200.0,(B) Regional Rural Bank,2014-11-26
Bank of India,882035.0,206613.0,1088648.0,1143.94,41650.0,(B) Regional Rural Bank,2014-11-26
Bank of Maharashtra,125910.0,42670.0,168580.0,88.59,18152.0,(B) Regional Rural Bank,2014-11-26
Canara Bank,294241.0,164024.0,458265.0,0.0,157092.0,(B) Regional Rural Bank,2014-11-26
Central Bank of India,1235958.0,236718.0,1472676.0,16974.1,61468.0,(B) Regional Rural Bank,2014-11-26
Dena Bank,141606.0,8279.0,149885.0,761.42,30938.0,(B) Regional Rural Bank,2014-11-26
Indian Bank,226528.0,35917.0,262445.0,752.91,0.0,(B) Regional Rural Bank,2014-11-26
Indian Overseas Bank,299597.0,9030.0,308627.0,1987.94,0.0,(B) Regional Rural Bank,2014-11-26
Punjab & Sind Bank,8756.0,1639.0,10395.0,0.0,1029.0,(B) Regional Rural Bank,2014-11-26
Punjab National Bank,1143099.0,236450.0,1379549.0,19645.95,138630.0,(B) Regional Rural Bank,2014-11-26
State Bank of Bikaner & Jaipur,508738.0,16406.0,525144.0,4054.65,396280.0,(B) Regional Rural Bank,2014-11-26
State Bank of Hyderabad,338034.0,17850.0,355884.0,0.01,48169.0,(B) Regional Rural Bank,2014-11-26
State Bank of India,1830951.0,303387.0,2134338.0,12805.17,128666.0,(B) Regional Rural Bank,2014-11-26
State Bank of Mysore,193220.0,71265.0,264485.0,1.31,172169.0,(B) Regional Rural Bank,2014-11-26
State Bank of Patiala,29998.0,559.0,30557.0,89.13,1191.0,(B) Regional Rural Bank,2014-11-26
Syndicate Bank,703771.0,221539.0,925310.0,7824.62,97785.0,(B) Regional Rural Bank,2014-11-26
